"Page not found.","Page not found."
"%1 doesn't implement %2","%1 doesn't implement %2"
"Export error","Export error"
"Delete file","Delete file"
"Select file","Select file"
"Download Sample","Download Sample"
"Click here or drag and drop to add files.","Click here or drag and drop to add files."
Import,Import
Notice,Notice
